"Plot","NumSp","nut","type","val.g","mono","diff"
335,2,"Magnesium","Abv",0.45,0.3021875,48.9141675284385
335,2,"Calcium","Abv",2.27,1.108125,104.850535815003
335,2,"Nitrogen","Root.0.30cm",5.86,4.388125,33.5422304515027
335,2,"Potassium","Root.0.30cm",1.34,1.6984375,-21.1039558417663
335,2,"Magnesium","Root.0.30cm",0.73,0.9275,-21.2938005390836
335,2,"Calcium","Root.0.30cm",3.88,4.1471875,-6.44261924497024
336,16,"Nitrogen","Abv",2.59,1.2978125,99.5665783770768
336,16,"Potassium","Abv",4.49,0.8584375,423.043319985439
336,16,"Magnesium","Abv",0.86,0.3021875,184.59152016546
336,16,"Calcium","Abv",3.67,1.108125,231.190073322053
336,16,"Nitrogen","Root.0.30cm",12,4.388125,173.465318330722
336,16,"Potassium","Root.0.30cm",3.8,1.6984375,123.735050597976
336,16,"Magnesium","Root.0.30cm",1.59,0.9275,71.4285714285714
336,16,"Calcium","Root.0.30cm",8.57,4.1471875,106.646070379022
338,1,"Nitrogen","Abv",1.38,1.2978125,6.33277149048879
338,1,"Potassium","Abv",2.16,0.8584375,151.619949035311
338,1,"Magnesium","Abv",0.55,0.3021875,82.0062047569804
338,1,"Calcium","Abv",2.4,1.108125,116.5820642978
338,1,"Nitrogen","Root.0.30cm",2.74,4.388125,-37.5587523144851
338,1,"Potassium","Root.0.30cm",2.01,1.6984375,18.3440662373505
338,1,"Magnesium","Root.0.30cm",0.64,0.9275,-30.9973045822102
338,1,"Calcium","Root.0.30cm",4,4.1471875,-3.54909200512396
339,16,"Nitrogen","Abv",2.73,1.2978125,110.353960992054
339,16,"Potassium","Abv",4.79,0.8584375,457.990535129232
339,16,"Magnesium","Abv",0.81,0.3021875,168.045501551189
339,16,"Calcium","Abv",4.01,1.108125,261.872532430908
339,16,"Nitrogen","Root.0.30cm",9.66,4.388125,120.139581256231
339,16,"Potassium","Root.0.30cm",4.35,1.6984375,156.117755289788
339,16,"Magnesium","Root.0.30cm",1.45,0.9275,56.3342318059299
339,16,"Calcium","Root.0.30cm",7,4.1471875,68.7890889910331
342,2,"Nitrogen","Abv",2.39,1.2978125,84.1560317842523
342,2,"Potassium","Abv",5.09,0.8584375,492.937750273025
342,2,"Magnesium","Abv",0.94,0.3021875,211.065149948294
342,2,"Calcium","Abv",3.55,1.108125,220.360970107163
342,2,"Nitrogen","Root.0.30cm",7.22,4.388125,64.5349665289845
342,2,"Potassium","Root.0.30cm",3.57,1.6984375,110.193192272309
342,2,"Magnesium","Root.0.30cm",1.52,0.9275,63.8814016172507
342,2,"Calcium","Root.0.30cm",5.83,4.1471875,40.5771984025318
2,1,"Biomass","Abv",95.56,101.7259375,-6.06132285583507
2,1,"Biomass","Root.0.30cm",312.96,533.781875,-41.3693093269606
3,4,"Biomass","Abv",94.39,101.7259375,-7.21147200044236
3,4,"Biomass","Root.0.30cm",304.16,533.781875,-43.0179228172556
5,1,"Biomass","Abv",72.01,101.7259375,-29.2117607665203
5,1,"Biomass","Root.0.30cm",995.27,533.781875,86.4563123279523
6,2,"Biomass","Abv",58.74,101.7259375,-42.2566147399723
6,2,"Biomass","Root.0.30cm",1022.1,533.781875,91.4827100489315
9,16,"Biomass","Abv",213.5,101.7259375,109.877643054408
9,16,"Biomass","Root.0.30cm",1318.25,533.781875,146.964174270623
11,1,"Biomass","Abv",75.08,101.7259375,-26.1938480537474
11,1,"Biomass","Root.0.30cm",298.62,533.781875,-44.0557999463732
12,8,"Biomass","Abv",251.11,101.7259375,146.849531369519
12,8,"Biomass","Root.0.30cm",1343.39,533.781875,151.673963264489
14,2,"Biomass","Abv",98.1,101.7259375,-3.56441787523463
14,2,"Biomass","Root.0.30cm",147.78,533.781875,-72.3145339095675
15,8,"Biomass","Abv",306.76,101.7259375,201.555343247635
15,8,"Biomass","Root.0.30cm",842.01,533.781875,57.7442096549269
16,1,"Biomass","Abv",41.58,101.7259375,-59.1254688608793
16,1,"Biomass","Root.0.30cm",226.49,533.781875,-57.5688102935305
20,1,"Biomass","Abv",294.41,101.7259375,189.414880054558
20,1,"Biomass","Root.0.30cm",785,533.781875,47.0638170320039
22,8,"Biomass","Abv",299.49,101.7259375,194.408690015759
22,8,"Biomass","Root.0.30cm",412.38,533.781875,-22.7437237354678
24,4,"Biomass","Abv",83.42,101.7259375,-17.9953490229569
24,4,"Biomass","Root.0.30cm",505.2,533.781875,-5.35459826169632
26,4,"Biomass","Abv",174.9,101.7259375,71.9325516169365
26,4,"Biomass","Root.0.30cm",1008.41,533.781875,88.9179920168702
27,16,"Biomass","Abv",248.98,101.7259375,144.75567010626
27,16,"Biomass","Root.0.30cm",1180.07,533.781875,121.077195624149
28,4,"Biomass","Abv",159.81,101.7259375,57.0985767518731
28,4,"Biomass","Root.0.30cm",592.57,533.781875,11.0135109027447
29,1,"Biomass","Abv",52.53,101.7259375,-48.3612525075033
29,1,"Biomass","Root.0.30cm",307.96,533.781875,-42.3060215373555
30,16,"Biomass","Abv",281.98,101.7259375,177.195774184927
30,16,"Biomass","Root.0.30cm",1367.14,533.781875,156.123346263865
31,1,"Biomass","Abv",41.21,101.7259375,-59.4891912399431
31,1,"Biomass","Root.0.30cm",950.88,533.781875,78.1401813240661
33,4,"Biomass","Abv",189.81,101.7259375,86.5895804597525
33,4,"Biomass","Root.0.30cm",1121.05,533.781875,110.020244692647
34,16,"Biomass","Abv",257.97,101.7259375,153.593140884054
34,16,"Biomass","Root.0.30cm",1100.83,533.781875,106.23218051381
35,16,"Biomass","Abv",209.18,101.7259375,105.630938520473
35,16,"Biomass","Root.0.30cm",1158.44,533.781875,117.02497860198
44,4,"Biomass","Abv",214.51,101.7259375,110.870506845906
44,4,"Biomass","Root.0.30cm",926.64,533.781875,73.5990005280715
45,4,"Biomass","Abv",189.05,101.7259375,85.8424750324862
45,4,"Biomass","Root.0.30cm",1069.12,533.781875,100.291551675485
46,16,"Biomass","Abv",326.02,101.7259375,220.488567628094
46,16,"Biomass","Root.0.30cm",1146.96,533.781875,114.874287366914
48,2,"Biomass","Abv",147.82,101.7259375,45.3120056032907
48,2,"Biomass","Root.0.30cm",432.97,533.781875,-18.8863428530615
50,8,"Biomass","Abv",172.92,101.7259375,69.9861453722164
50,8,"Biomass","Root.0.30cm",619.62,533.781875,16.0811239609813
53,4,"Biomass","Abv",133.67,101.7259375,31.4020821877409
53,4,"Biomass","Root.0.30cm",577.62,533.781875,8.21274139366384
56,2,"Biomass","Abv",162.46,101.7259375,59.7036154127358
56,2,"Biomass","Root.0.30cm",1090.93,533.781875,104.377490337228
57,8,"Biomass","Abv",303.71,101.7259375,198.557091204001
57,8,"Biomass","Root.0.30cm",1097.27,533.781875,105.565241420009
58,4,"Biomass","Abv",148.11,101.7259375,45.5970853058002
58,4,"Biomass","Root.0.30cm",705.72,533.781875,32.2113082239819
62,4,"Biomass","Abv",156.87,101.7259375,54.208458388501
62,4,"Biomass","Root.0.30cm",522.73,533.781875,-2.07048525205169
67,8,"Biomass","Abv",340.9,101.7259375,235.116105467202
67,8,"Biomass","Root.0.30cm",1303.17,533.781875,144.139050244072
68,16,"Biomass","Abv",321.18,101.7259375,215.730685696556
68,16,"Biomass","Root.0.30cm",926.7,533.781875,73.6102410745962
69,1,"Biomass","Abv",54.56,101.7259375,-46.3656945899368
69,1,"Biomass","Root.0.30cm",391.41,533.781875,-26.6722947458641
70,4,"Biomass","Abv",257.02,101.7259375,152.659259099971
70,4,"Biomass","Root.0.30cm",1264.04,533.781875,136.808340485521
74,8,"Biomass","Abv",253.3,101.7259375,149.002374640194
74,8,"Biomass","Root.0.30cm",1005.7,533.781875,88.4102939988361
75,2,"Biomass","Abv",124.03,101.7259375,21.9256396629424
75,2,"Biomass","Root.0.30cm",737.86,533.781875,38.2324943124005
81,8,"Biomass","Abv",240.04,101.7259375,135.967351001312
81,8,"Biomass","Root.0.30cm",1004.29,533.781875,88.1461411555048
82,16,"Biomass","Abv",284.02,101.7259375,179.201162437063
82,16,"Biomass","Root.0.30cm",797.78,533.781875,49.4580534417734
83,1,"Biomass","Abv",86.73,101.7259375,-14.7415082805209
83,1,"Biomass","Root.0.30cm",251.99,533.781875,-52.7915780205163
87,1,"Biomass","Abv",56.93,101.7259375,-44.0359052970143
87,1,"Biomass","Root.0.30cm",333.27,533.781875,-37.5643843283364
89,16,"Biomass","Abv",315.49,101.7259375,210.137225326628
89,16,"Biomass","Root.0.30cm",1043.25,533.781875,95.445002698902
92,1,"Biomass","Abv",99.94,101.7259375,-1.75563631448469
92,1,"Biomass","Root.0.30cm",643.99,533.781875,20.6466592744461
93,4,"Biomass","Abv",285.88,101.7259375,181.029604666951
93,4,"Biomass","Root.0.30cm",1166.69,533.781875,118.570553749132
94,1,"Biomass","Abv",110.87,101.7259375,8.98891936975268
94,1,"Biomass","Root.0.30cm",354.87,533.781875,-33.5177875794303
98,8,"Biomass","Abv",212,101.7259375,108.403092869014
98,8,"Biomass","Root.0.30cm",1444.81,533.781875,170.67423374014
104,8,"Biomass","Abv",232.8,101.7259375,128.850188773144
104,8,"Biomass","Root.0.30cm",1083,533.781875,102.891864771542
107,16,"Biomass","Abv",272.53,101.7259375,167.906108016945
107,16,"Biomass","Root.0.30cm",1078.78,533.781875,102.101279665968
108,16,"Biomass","Abv",402.23,101.7259375,295.405547380677
108,16,"Biomass","Root.0.30cm",1550.43,533.781875,190.461342472522
109,1,"Biomass","Abv",64.68,101.7259375,-36.4173960058122
109,1,"Biomass","Root.0.30cm",674.69,533.781875,26.398072246271
110,4,"Biomass","Abv",256.84,101.7259375,152.482313077724
110,4,"Biomass","Root.0.30cm",1178.57,533.781875,120.79618196103
111,8,"Biomass","Abv",339.88,101.7259375,234.113411341134
111,8,"Biomass","Root.0.30cm",627.38,533.781875,17.5349013115142
115,8,"Biomass","Abv",139.54,101.7259375,37.172488579916
115,8,"Biomass","Root.0.30cm",875.05,533.781875,63.9340039412166
117,2,"Biomass","Abv",65.82,101.7259375,-35.2967378649128
117,2,"Biomass","Root.0.30cm",523.93,533.781875,-1.84567432155692
118,8,"Biomass","Abv",150.34,101.7259375,47.7892499147526
118,8,"Biomass","Root.0.30cm",840.81,533.781875,57.5193987244321
125,2,"Biomass","Abv",205.82,101.7259375,102.327946105191
125,2,"Biomass","Root.0.30cm",982.16,533.781875,84.0002529122968
129,1,"Biomass","Abv",165.02,101.7259375,62.2201810624749
129,1,"Biomass","Root.0.30cm",1448.54,533.781875,171.373021049094
130,8,"Biomass","Abv",244.33,101.7259375,140.184564531538
130,8,"Biomass","Root.0.30cm",1296.2,533.781875,142.833273422782
133,4,"Biomass","Abv",219.65,101.7259375,115.923298814523
133,4,"Biomass","Root.0.30cm",950.97,533.781875,78.1570421438532
135,1,"Biomass","Abv",79.49,101.7259375,-21.8586705086891
135,1,"Biomass","Root.0.30cm",722.69,533.781875,35.3905094660623
136,16,"Biomass","Abv",253.03,101.7259375,148.736955606823
136,16,"Biomass","Root.0.30cm",1211.66,533.781875,126.995343369424
137,1,"Biomass","Abv",276.24,101.7259375,171.553162142153
137,1,"Biomass","Root.0.30cm",998.82,533.781875,87.1213779973327
138,4,"Biomass","Abv",166.39,101.7259375,63.566936898468
138,4,"Biomass","Root.0.30cm",700.4,533.781875,31.2146464321217
139,4,"Biomass","Abv",269.62,101.7259375,165.045480657281
139,4,"Biomass","Root.0.30cm",1072.98,533.781875,101.01469350191
142,1,"Biomass","Abv",74.97,101.7259375,-26.3019817340096
142,1,"Biomass","Root.0.30cm",334.82,533.781875,-37.2740035431139
146,8,"Biomass","Abv",297.78,101.7259375,192.72770280441
146,8,"Biomass","Root.0.30cm",1291.68,533.781875,141.986485584585
149,4,"Biomass","Abv",322.86,101.7259375,217.382181904197
149,4,"Biomass","Root.0.30cm",1309.87,533.781875,145.394244606001
156,16,"Biomass","Abv",238.81,101.7259375,134.758219849289
156,16,"Biomass","Root.0.30cm",1272.31,533.781875,138.357662481515
157,2,"Biomass","Abv",63.22,101.7259375,-37.852624852929
157,2,"Biomass","Root.0.30cm",281.5,533.781875,-47.2631025547655
160,16,"Biomass","Abv",297.06,101.7259375,192.019918715421
160,16,"Biomass","Root.0.30cm",1266.12,533.781875,137.198012765046
163,1,"Biomass","Abv",86.18,101.7259375,-15.282176681832
163,1,"Biomass","Root.0.30cm",537.29,533.781875,0.657220704618333
164,16,"Biomass","Abv",248.01,101.7259375,143.802127653038
164,16,"Biomass","Root.0.30cm",1000.84,533.781875,87.4998097303323
165,2,"Biomass","Abv",121.41,101.7259375,19.3500920057876
165,2,"Biomass","Root.0.30cm",801.02,533.781875,50.0650429541093
167,1,"Biomass","Abv",142.21,101.7259375,39.7971879099173
167,1,"Biomass","Root.0.30cm",722.82,533.781875,35.4148639835326
168,2,"Biomass","Abv",142.68,101.7259375,40.2592136346741
168,2,"Biomass","Root.0.30cm",976.22,533.781875,82.8874388063476
169,16,"Biomass","Abv",279.41,101.7259375,174.669378200619
169,16,"Biomass","Root.0.30cm",1427.59,533.781875,167.448196887539
170,8,"Biomass","Abv",241.85,101.7259375,137.746641558354
170,8,"Biomass","Root.0.30cm",542.73,533.781875,1.67636358952803
171,2,"Biomass","Abv",159.93,101.7259375,57.2165407667047
171,2,"Biomass","Root.0.30cm",578.54,533.781875,8.3850964403765
174,16,"Biomass","Abv",298.63,101.7259375,193.5632812428
174,16,"Biomass","Root.0.30cm",1072.19,533.781875,100.866692972668
175,2,"Biomass","Abv",297.58,101.7259375,192.531096113024
175,2,"Biomass","Root.0.30cm",1258.45,533.781875,135.7610962343
176,4,"Biomass","Abv",135.04,101.7259375,32.7488380237341
176,4,"Biomass","Root.0.30cm",1026.75,533.781875,92.3538524045988
177,8,"Biomass","Abv",308.25,101.7259375,203.02006309846
177,8,"Biomass","Root.0.30cm",1221.64,533.781875,128.865020941372
178,8,"Biomass","Abv",276.22,101.7259375,171.533501473014
178,8,"Biomass","Root.0.30cm",1086.12,533.781875,103.476373190828
185,1,"Biomass","Abv",91.56,101.7259375,-9.99345668355231
185,1,"Biomass","Root.0.30cm",444.3,533.781875,-16.7637529843066
186,16,"Biomass","Abv",373.88,101.7259375,267.536548876731
186,16,"Biomass","Root.0.30cm",1610.87,533.781875,201.784319671776
190,4,"Biomass","Abv",211.9,101.7259375,108.304789523321
190,4,"Biomass","Root.0.30cm",632.21,533.781875,18.4397653067557
193,2,"Biomass","Abv",293.7,101.7259375,188.716926300139
193,2,"Biomass","Root.0.30cm",1372.37,533.781875,157.103147235938
197,2,"Biomass","Abv",175.94,101.7259375,72.9549064121429
197,2,"Biomass","Root.0.30cm",956.64,533.781875,79.2192737904411
199,4,"Biomass","Abv",254.14,101.7259375,149.828122744015
199,4,"Biomass","Root.0.30cm",1045.11,533.781875,95.7934596411689
201,4,"Biomass","Abv",278.34,101.7259375,173.617532401704
201,4,"Biomass","Root.0.30cm",878.16,533.781875,64.5166389360823
202,16,"Biomass","Abv",515.22,101.7259375,406.47849767912
202,16,"Biomass","Root.0.30cm",1466.25,533.781875,174.690855698313
205,1,"Biomass","Abv",149.84,101.7259375,47.2977331862879
205,1,"Biomass","Root.0.30cm",710.09,533.781875,33.0299946958671
206,8,"Biomass","Abv",311.23,101.7259375,205.949502800109
206,8,"Biomass","Root.0.30cm",1141.94,533.781875,113.933828307677
208,8,"Biomass","Abv",323.72,101.7259375,218.227590677157
208,8,"Biomass","Root.0.30cm",1183.13,533.781875,121.650463496911
210,8,"Biomass","Abv",306.19,101.7259375,200.995014177186
210,8,"Biomass","Root.0.30cm",1060.89,533.781875,98.7497233771754
211,2,"Biomass","Abv",266.79,101.7259375,162.263495974171
211,2,"Biomass","Root.0.30cm",488.95,533.781875,-8.39891294547984
213,8,"Biomass","Abv",281.77,101.7259375,176.989337158972
213,8,"Biomass","Root.0.30cm",735.44,533.781875,37.7791256025694
220,16,"Biomass","Abv",249.52,101.7259375,145.286508173002
220,16,"Biomass","Root.0.30cm",992.61,533.781875,85.9579814320222
223,4,"Biomass","Abv",110.76,101.7259375,8.88078568949046
223,4,"Biomass","Root.0.30cm",424.66,533.781875,-20.4431585467378
224,2,"Biomass","Abv",107.56,101.7259375,5.73507862731666
224,2,"Biomass","Root.0.30cm",678.95,533.781875,27.1961510495275
225,4,"Biomass","Abv",229.43,101.7259375,125.537366023292
225,4,"Biomass","Root.0.30cm",1193.71,533.781875,123.632546534106
227,16,"Biomass","Abv",348.87,101.7259375,242.950882118929
227,16,"Biomass","Root.0.30cm",1212.17,533.781875,127.090888014884
229,4,"Biomass","Abv",173.31,101.7259375,70.3695284204188
229,4,"Biomass","Root.0.30cm",992.18,533.781875,85.8774241819282
230,1,"Biomass","Abv",91.65,101.7259375,-9.90498367242867
230,1,"Biomass","Root.0.30cm",634.81,533.781875,18.926855656161
232,8,"Biomass","Abv",339.2,101.7259375,233.444948590422
232,8,"Biomass","Root.0.30cm",1206.68,533.781875,126.062378007871
233,4,"Biomass","Abv",343.24,101.7259375,237.416403756417
233,4,"Biomass","Root.0.30cm",1263.07,533.781875,136.626618316705
234,2,"Biomass","Abv",235.4,101.7259375,131.40607576116
234,2,"Biomass","Root.0.30cm",893.72,533.781875,67.4316873348313
235,16,"Biomass","Abv",316.75,101.7259375,211.375847482359
235,16,"Biomass","Root.0.30cm",1314.87,533.781875,146.330956816396
236,2,"Biomass","Abv",236.37,101.7259375,132.359618214381
236,2,"Biomass","Root.0.30cm",1032.28,533.781875,93.3898561092956
237,1,"Biomass","Abv",75.79,101.7259375,-25.4958942993275
237,1,"Biomass","Root.0.30cm",295.25,533.781875,-44.6871439761794
239,16,"Biomass","Abv",412.4,101.7259375,305.402997637648
239,16,"Biomass","Root.0.30cm",1509.45,533.781875,182.784049196125
242,16,"Biomass","Abv",307.19,101.7259375,201.978047634115
242,16,"Biomass","Root.0.30cm",1190.09,533.781875,122.95436689378
253,16,"Biomass","Abv",371.14,101.7259375,264.843037204744
253,16,"Biomass","Root.0.30cm",1147.27,533.781875,114.932363523958
257,16,"Biomass","Abv",370.25,101.7259375,263.968137428077
257,16,"Biomass","Root.0.30cm",1107.44,533.781875,107.470514055952
259,2,"Biomass","Abv",229.86,101.7259375,125.960070409771
259,2,"Biomass","Root.0.30cm",1172.19,533.781875,119.600937180567
265,1,"Biomass","Abv",34.56,101.7259375,-66.026363728523
265,1,"Biomass","Root.0.30cm",286.61,533.781875,-46.3057826757418
266,8,"Biomass","Abv",270.5,101.7259375,165.910550099379
266,8,"Biomass","Root.0.30cm",1162.87,533.781875,117.85490562039
267,1,"Biomass","Abv",182.23,101.7259375,79.1381868562283
267,1,"Biomass","Root.0.30cm",564.69,533.781875,5.79040361758256
268,1,"Biomass","Abv",100.69,101.7259375,-1.01836122178771
268,1,"Biomass","Root.0.30cm",251.71,533.781875,-52.8440339042984
273,16,"Biomass","Abv",701.39,101.7259375,589.489836355649
273,16,"Biomass","Root.0.30cm",1714.08,533.781875,221.119933118748
278,2,"Biomass","Abv",75.81,101.7259375,-25.476233630189
278,2,"Biomass","Root.0.30cm",457.7,533.781875,-14.2533642604482
280,1,"Biomass","Abv",66.22,101.7259375,-34.903524482141
280,1,"Biomass","Root.0.30cm",852.63,533.781875,59.7337863898058
282,1,"Biomass","Abv",90.39,101.7259375,-11.1436058281596
282,1,"Biomass","Root.0.30cm",700.14,533.781875,31.1659373971812
283,8,"Biomass","Abv",122.9,101.7259375,20.8148118566123
283,8,"Biomass","Root.0.30cm",704.16,533.781875,31.9190540143387
286,4,"Biomass","Abv",223.48,101.7259375,119.688316954562
286,4,"Biomass","Root.0.30cm",886.66,533.781875,66.1090496937536
287,4,"Biomass","Abv",108.47,101.7259375,6.62963907312233
287,4,"Biomass","Root.0.30cm",626.46,533.781875,17.3625462648015
290,1,"Biomass","Abv",108.36,101.7259375,6.5215053928601
290,1,"Biomass","Root.0.30cm",238.51,533.781875,-55.3169541397411
291,1,"Biomass","Abv",120.65,101.7259375,18.6029865785213
291,1,"Biomass","Root.0.30cm",324.6,533.781875,-39.1886433011612
292,8,"Biomass","Abv",317.82,101.7259375,212.427693281274
292,8,"Biomass","Root.0.30cm",1603.06,533.781875,200.321175199139
293,8,"Biomass","Abv",313.68,101.7259375,208.357934769586
293,8,"Biomass","Root.0.30cm",1111.91,533.781875,108.307934772045
299,16,"Biomass","Abv",328.6,101.7259375,223.024793946972
299,16,"Biomass","Root.0.30cm",1040.89,533.781875,95.0028745355957
300,2,"Biomass","Abv",265,101.7259375,160.503866086267
300,2,"Biomass","Root.0.30cm",1107.36,533.781875,107.455526660586
301,16,"Biomass","Abv",273.38,101.7259375,168.741686455335
301,16,"Biomass","Root.0.30cm",1027.51,533.781875,92.4962326605788
302,4,"Biomass","Abv",248.08,101.7259375,143.870939995023
302,4,"Biomass","Root.0.30cm",561.37,533.781875,5.16842670988032
303,8,"Biomass","Abv",325.51,101.7259375,219.98722056506
303,8,"Biomass","Root.0.30cm",919.24,533.781875,72.212666456687
304,2,"Biomass","Abv",89.44,101.7259375,-12.0774876122425
304,2,"Biomass","Root.0.30cm",322.31,533.781875,-39.6176574935221
307,8,"Biomass","Abv",257.02,101.7259375,152.659259099971
307,8,"Biomass","Root.0.30cm",1121.45,533.781875,110.095181669479
308,1,"Biomass","Abv",38.74,101.7259375,-61.9172838785585
308,1,"Biomass","Root.0.30cm",216.71,533.781875,-59.401019377063
311,2,"Biomass","Abv",165.67,101.7259375,62.8591528094789
311,2,"Biomass","Root.0.30cm",806.96,533.781875,51.1778570600585
313,8,"Biomass","Abv",332.6,101.7259375,226.956927774689
313,8,"Biomass","Root.0.30cm",867.46,533.781875,62.5120748058371
318,16,"Biomass","Abv",324.02,101.7259375,218.522500714235
318,16,"Biomass","Root.0.30cm",944.18,533.781875,76.8849869621369
324,2,"Biomass","Abv",41.66,101.7259375,-59.0468261843249
324,2,"Biomass","Root.0.30cm",225.62,533.781875,-57.7317982181392
325,4,"Biomass","Abv",272.24,101.7259375,167.621028314436
325,4,"Biomass","Root.0.30cm",618.58,533.781875,15.8862878212191
328,16,"Biomass","Abv",326.84,101.7259375,221.294655062776
328,16,"Biomass","Root.0.30cm",1255.11,533.781875,135.135372477756
329,16,"Biomass","Abv",321.35,101.7259375,215.897801384234
329,16,"Biomass","Root.0.30cm",1131.84,533.781875,112.041669642679
330,2,"Biomass","Abv",170.02,101.7259375,67.1353483471214
330,2,"Biomass","Root.0.30cm",587.08,533.781875,9.98500089573105
331,16,"Biomass","Abv",387.93,101.7259375,281.348168946588
331,16,"Biomass","Root.0.30cm",1291.47,533.781875,141.947143671748
334,2,"Biomass","Abv",88.48,101.7259375,-13.0211997308946
334,2,"Biomass","Root.0.30cm",650.8,533.781875,21.922461305004
335,2,"Biomass","Abv",263.53,101.7259375,159.058806904581
335,2,"Biomass","Root.0.30cm",430.65,533.781875,-19.3209773186847
336,16,"Biomass","Abv",359.38,101.7259375,253.282563751256
336,16,"Biomass","Root.0.30cm",1224.67,533.781875,129.432668540872
338,1,"Biomass","Abv",134.35,101.7259375,32.0705449384529
338,1,"Biomass","Root.0.30cm",268.59,533.781875,-49.6816934820052
339,16,"Biomass","Abv",337.08,101.7259375,231.360917661732
339,16,"Biomass","Root.0.30cm",1207.41,533.781875,126.199137990588
342,2,"Biomass","Abv",303.03,101.7259375,197.888628453289
342,2,"Biomass","Root.0.30cm",661.99,533.781875,24.0188232318679
