"Nutrient","Plot","NumSp","unit","0.20cm_1994","0.20cm_2017","20.40cm_2017","Bulk.Density.g.cm3_0.20cm_1994","Bulk.Density.g.cm3_0.20cm_2017","Bulk.Density.g.cm3_20.40cm_2017","bd.pred","Depth_add_cm","gm2_1994_0.20cm","gm2_2017_u","gm2_2017_add","gm2_2017_0.20cm"
"Carbon",232,8,"mgX.kgSoil",8570,12047.5,7292.5,1.36,1.33,1.62,"measured",0.37037037037037,2331.04,3204.635,43.755,3248.39
"Carbon",233,4,"mgX.kgSoil",9390,11047.5,7107.5,1.34,1.3,1.57,"predicted",0.509554140127389,2516.52,2872.35,56.86,2929.21
"Carbon",234,2,"mgX.kgSoil",6390,10167.5,5130,1.41,1.32,1.58,"predicted",1.13924050632911,1801.98,2684.22,92.34,2776.56
"Carbon",235,16,"mgX.kgSoil",6260,10122.5,5945,1.41,1.32,1.58,"predicted",1.13924050632911,1765.32,2672.34,107.01,2779.35
"Carbon",236,2,"mgX.kgSoil",4870,6727.5,5342.5,1.45,1.48,1.66,"measured",-0.405405405405405,1412.3,1991.34,-40.365,1950.975
"Carbon",237,1,"mgX.kgSoil",5950,5910,3707.5,1.42,1.39,1.72,"measured",0.348837209302326,1689.8,1642.98,22.245,1665.225
"Carbon",239,16,"mgX.kgSoil",5770,8090,5145,1.43,1.37,1.62,"predicted",0.740740740740741,1650.22,2216.66,61.74,2278.4
"Carbon",242,16,"mgX.kgSoil",4870,6180,4285,1.45,1.39,1.62,"measured",0.740740740740741,1412.3,1718.04,51.42,1769.46
"Carbon",253,16,"mgX.kgSoil",5360,6995,4185,1.44,1.4,1.64,"predicted",0.487804878048781,1543.68,1958.6,33.48,1992.08
"Carbon",257,16,"mgX.kgSoil",6560,9092.5,4617.5,1.41,1.35,1.6,"predicted",0.75,1849.92,2454.975,55.41,2510.385
"Carbon",259,2,"mgX.kgSoil",6110,8095,4847.5,1.42,1.37,1.62,"predicted",0.617283950617284,1735.24,2218.03,48.475,2266.505
"Carbon",265,1,"mgX.kgSoil",5210,8060,5700,1.44,1.36,1.61,"measured",0.993788819875776,1500.48,2192.32,91.2,2283.52
"Carbon",266,8,"mgX.kgSoil",6060,6587.5,3957.5,1.42,1.34,1.61,"measured",0.993788819875776,1721.04,1765.45,63.32,1828.77
"Carbon",267,1,"mgX.kgSoil",8720,7985,5815,1.36,1.38,1.69,"measured",-0.289855072463768,2371.84,2203.86,-31.94,2171.92
"Carbon",268,1,"mgX.kgSoil",8330,7290,4465,1.36,1.46,1.64,"measured",-1.36986301369863,2265.76,2128.68,-145.8,1982.88
"Carbon",273,16,"mgX.kgSoil",12070,16390,9922.5,1.28,1.17,1.47,"predicted",1.49659863945578,3089.92,3835.26,218.295,4053.555
"Carbon",278,2,"mgX.kgSoil",4040,4680,3297.5,1.47,1.45,1.69,"predicted",0.236686390532544,1187.76,1357.2,13.19,1370.39
"Carbon",280,1,"mgX.kgSoil",4550,5935,3675,1.45,1.42,1.66,"predicted",0.36144578313253,1319.5,1685.54,22.05,1707.59
"Carbon",282,1,"mgX.kgSoil",5410,5015,3567.5,1.43,1.44,1.68,"predicted",-0.138888888888889,1547.26,1444.32,-10.03,1434.29
"Carbon",283,8,"mgX.kgSoil",5400,5252.5,3190,1.43,1.44,1.68,"predicted",-0.138888888888889,1544.4,1512.72,-10.505,1502.215
"Carbon",286,4,"mgX.kgSoil",4160,5340,3752.5,1.46,1.4,1.63,"measured",0.736196319018405,1214.72,1495.2,45.03,1540.23
"Carbon",287,4,"mgX.kgSoil",4220,5057.5,2992.5,1.46,1.54,1.64,"measured",-1.03896103896104,1232.24,1557.71,-80.92,1476.79
"Carbon",290,1,"mgX.kgSoil",4250,5750,3885,1.46,1.39,1.62,"measured",0.864197530864198,1241,1598.5,54.39,1652.89
"Carbon",291,1,"mgX.kgSoil",4260,5587.5,3620,1.46,1.43,1.67,"predicted",0.359281437125749,1243.92,1598.025,21.72,1619.745
"Carbon",292,8,"mgX.kgSoil",6150,7147.5,4555,1.42,1.39,1.64,"predicted",0.365853658536585,1746.6,1987.005,27.33,2014.335
"Carbon",293,8,"mgX.kgSoil",5240,7587.5,3967.5,1.44,1.38,1.63,"predicted",0.736196319018405,1509.12,2094.15,47.61,2141.76
"Carbon",299,16,"mgX.kgSoil",4660,7415,4675,1.45,1.25,1.57,"measured",2.54777070063694,1351.4,1853.75,187,2040.75
"Carbon",300,2,"mgX.kgSoil",4120,6585,2865,1.46,1.41,1.6,"measured",0.625,1203.04,1856.97,28.65,1885.62
"Carbon",301,16,"mgX.kgSoil",4550,5827.5,1795,1.45,1.34,1.65,"measured",1.33333333333333,1319.5,1561.77,39.49,1601.26
"Carbon",302,4,"mgX.kgSoil",5450,6470,3127.5,1.43,1.4,1.82,"measured",0.32967032967033,1558.7,1811.6,18.765,1830.365
"Carbon",303,8,"mgX.kgSoil",5210,6145,4387.5,1.44,1.42,1.66,"predicted",0.240963855421687,1500.48,1745.18,17.55,1762.73
"Carbon",304,2,"mgX.kgSoil",6150,6280,5245,1.42,1.41,1.66,"predicted",0.120481927710843,1746.6,1770.96,10.49,1781.45
"Carbon",307,8,"mgX.kgSoil",5060,7307.5,4207.5,1.44,1.37,1.67,"measured",0.838323353293413,1457.28,2002.255,58.905,2061.16
"Carbon",308,1,"mgX.kgSoil",4660,4455,2497.5,1.45,1.53,1.74,"measured",-1.04575163398693,1351.4,1363.23,-71.28,1291.95
"Carbon",311,2,"mgX.kgSoil",6150,6937.5,4582.5,1.42,1.48,1.63,"measured",-0.810810810810811,1746.6,2053.5,-83.25,1970.25
"Carbon",313,8,"mgX.kgSoil",1960,5422.5,4937.5,1.52,1.43,1.67,"predicted",1.07784431137725,595.84,1550.835,88.875,1639.71
"Carbon",318,16,"mgX.kgSoil",8930,6685,5052.5,1.35,1.4,1.65,"predicted",-0.714285714285714,2411.1,1871.8,-66.85,1804.95
"Carbon",324,2,"mgX.kgSoil",4890,4687.5,2885,1.45,1.45,1.69,"predicted",0,1418.1,1359.375,0,1359.375
"Carbon",325,4,"mgX.kgSoil",4630,5880,3530,1.45,1.43,1.73,"measured",0.23121387283237,1342.7,1681.68,14.12,1695.8
"Carbon",328,16,"mgX.kgSoil",4050,7225,4540,1.47,1.31,1.54,"measured",2.07792207792208,1190.7,1892.95,145.28,2038.23
"Carbon",329,16,"mgX.kgSoil",4910,6995,4820,1.45,1.34,1.58,"measured",1.39240506329114,1423.9,1874.66,106.04,1980.7
"Carbon",330,2,"mgX.kgSoil",5960,5125,4010,1.42,1.46,1.76,"measured",-0.547945205479452,1692.64,1496.5,-41,1455.5
"Carbon",331,16,"mgX.kgSoil",5730,8032.5,4295,1.43,1.35,1.57,"measured",1.01910828025478,1638.78,2168.775,68.72,2237.495
"Carbon",334,2,"mgX.kgSoil",6580,5930,4272.5,1.41,1.42,1.66,"predicted",-0.140845070422535,1855.56,1684.12,-11.86,1672.26
"Carbon",335,2,"mgX.kgSoil",5670,4730,4325,1.43,1.45,1.69,"predicted",-0.275862068965517,1621.62,1371.7,-18.92,1352.78
"Carbon",336,16,"mgX.kgSoil",5100,7435,4717.5,1.44,1.32,1.5,"measured",1.6,1468.8,1962.84,113.22,2076.06
"Carbon",338,1,"mgX.kgSoil",4420,5220,2930,1.46,1.48,1.67,"measured",-0.27027027027027,1290.64,1545.12,-20.88,1524.24
"Carbon",339,16,"mgX.kgSoil",4740,6757.5,3652.5,1.45,1.41,1.62,"measured",0.493827160493827,1374.6,1905.615,29.22,1934.835
"Carbon",342,2,"mgX.kgSoil",4830,6177.5,3622.5,1.45,1.36,1.71,"measured",1.05263157894737,1400.7,1680.28,65.205,1745.485
"Phosphorus",2,1,"mgX.kgSoil",41,35,26,1.48,1.49,1.62,"measured",-0.134228187919463,12.136,10.43,-0.07,10.36
"Phosphorus",3,4,"mgX.kgSoil",46,38,21,1.46,1.47,1.6,"measured",-0.136054421768707,13.432,11.172,-0.076,11.096
"Phosphorus",5,1,"mgX.kgSoil",42,44,26,1.47,1.46,1.61,"measured",0.124223602484472,12.348,12.848,0.052,12.9
"Phosphorus",6,2,"mgX.kgSoil",40,28,27,1.48,1.46,1.69,"predicted",0.236686390532544,11.84,8.176,0.108,8.284
"Phosphorus",9,16,"mgX.kgSoil",46,34,27,1.49,1.39,1.52,"measured",1.31578947368421,13.708,9.452,0.54,9.992
"Phosphorus",11,1,"mgX.kgSoil",48,43,35,1.48,1.34,1.57,"measured",1.78343949044586,14.208,11.524,0.98,12.504
"Phosphorus",12,8,"mgX.kgSoil",41,42,41,1.45,1.39,1.57,"measured",0.764331210191083,11.89,11.676,0.492,12.168
"Phosphorus",14,2,"mgX.kgSoil",61,53,48,1.44,1.44,1.62,"measured",0,17.568,15.264,0,15.264
"Phosphorus",15,8,"mgX.kgSoil",42,33,31,1.46,1.44,1.68,"predicted",0.238095238095238,12.264,9.504,0.124,9.628
"Phosphorus",16,1,"mgX.kgSoil",58,42,32,1.44,1.56,1.74,"measured",-1.53846153846154,16.704,13.104,-1.008,12.096
"Phosphorus",20,1,"mgX.kgSoil",44,30,32,1.48,1.39,1.72,"measured",1.04651162790698,13.024,8.34,0.576,8.916
"Phosphorus",22,8,"mgX.kgSoil",44,41,31,1.49,1.48,1.71,"predicted",0.116959064327485,13.112,12.136,0.062,12.198
"Phosphorus",24,4,"mgX.kgSoil",50,36,44,1.48,1.47,1.72,"measured",0.116279069767442,14.8,10.584,0.088,10.672
"Phosphorus",26,4,"mgX.kgSoil",57,41,42,1.45,1.4,1.64,"predicted",0.609756097560976,16.53,11.48,0.42,11.9
"Phosphorus",27,16,"mgX.kgSoil",35,31,33,1.42,1.35,1.64,"measured",0.853658536585366,9.94,8.37,0.462,8.832
"Phosphorus",28,4,"mgX.kgSoil",50,41,47,1.47,1.43,1.67,"predicted",0.479041916167665,14.7,11.726,0.376,12.102
"Phosphorus",29,1,"mgX.kgSoil",47,38,41,1.46,1.45,1.69,"predicted",0.118343195266272,13.724,11.02,0.082,11.102
"Phosphorus",30,16,"mgX.kgSoil",42,33,34,1.47,1.4,1.64,"predicted",0.853658536585366,12.348,9.24,0.476,9.716
"Phosphorus",31,1,"mgX.kgSoil",32,30,30,1.51,1.42,1.7,"measured",1.05882352941176,9.664,8.52,0.54,9.06
"Phosphorus",33,4,"mgX.kgSoil",44,30,29,1.47,1.44,1.68,"predicted",0.357142857142857,12.936,8.64,0.174,8.814
"Phosphorus",34,16,"mgX.kgSoil",31,33,26,1.47,1.39,1.64,"predicted",0.975609756097561,9.114,9.174,0.416,9.59
"Phosphorus",35,16,"mgX.kgSoil",35,23,15,1.46,1.46,1.71,"measured",0,10.22,6.716,0,6.716
"Phosphorus",44,4,"mgX.kgSoil",39,30,29,1.46,1.47,1.78,"measured",-0.136054421768707,11.388,8.82,-0.06,8.76
"Phosphorus",45,4,"mgX.kgSoil",48,40,45,1.5,1.45,1.69,"predicted",0.591715976331361,14.4,11.6,0.45,12.05
"Phosphorus",46,16,"mgX.kgSoil",39,34,32,1.47,1.42,1.66,"predicted",0.602409638554217,11.466,9.656,0.32,9.976
"Phosphorus",48,2,"mgX.kgSoil",58,51,52,1.48,1.48,1.74,"measured",0,17.168,15.096,0,15.096
"Phosphorus",50,8,"mgX.kgSoil",45,37,40,1.49,1.28,1.68,"measured",2.5,13.41,9.472,1.68,11.152
"Phosphorus",53,4,"mgX.kgSoil",49,35,40,1.48,1.44,1.68,"predicted",0.476190476190476,14.504,10.08,0.32,10.4
"Phosphorus",56,2,"mgX.kgSoil",39,42,39,1.48,1.4,1.6,"measured",1,11.544,11.76,0.624,12.384
"Phosphorus",57,8,"mgX.kgSoil",49,40,34,1.47,1.44,1.68,"predicted",0.357142857142857,14.406,11.52,0.204,11.724
"Phosphorus",58,4,"mgX.kgSoil",43,34,32,1.5,1.44,1.71,"measured",0.701754385964912,12.9,9.792,0.384,10.176
"Phosphorus",62,4,"mgX.kgSoil",43,39,31,1.49,1.46,1.69,"predicted",0.355029585798817,12.814,11.388,0.186,11.574
"Phosphorus",67,8,"mgX.kgSoil",60,53,52,1.48,1.41,1.65,"predicted",0.848484848484849,17.76,14.946,0.728,15.674
"Phosphorus",68,16,"mgX.kgSoil",47,43,41,1.47,1.39,1.64,"predicted",0.975609756097561,13.818,11.954,0.656,12.61
"Phosphorus",69,1,"mgX.kgSoil",48,42,53,1.48,1.51,1.62,"measured",-0.397350993377483,14.208,12.684,-0.252,12.432
"Phosphorus",70,4,"mgX.kgSoil",48,45,45,1.47,1.37,1.53,"measured",1.30718954248366,14.112,12.33,0.9,13.23
"Phosphorus",74,8,"mgX.kgSoil",37,35,20,1.46,1.39,1.64,"predicted",0.853658536585366,10.804,9.73,0.28,10.01
"Phosphorus",75,2,"mgX.kgSoil",28,25,17,1.47,1.46,1.69,"predicted",0.118343195266272,8.232,7.3,0.034,7.334
"Phosphorus",81,8,"mgX.kgSoil",31,28,16,1.48,1.42,1.66,"predicted",0.72289156626506,9.176,7.952,0.192,8.144
"Phosphorus",82,16,"mgX.kgSoil",46,46,45,1.48,1.42,1.66,"predicted",0.72289156626506,13.616,13.064,0.54,13.604
"Phosphorus",83,1,"mgX.kgSoil",51,38,40,1.44,1.47,1.62,"measured",-0.408163265306122,14.688,11.172,-0.228,10.944
"Phosphorus",87,1,"mgX.kgSoil",65,53,57,1.47,1.41,1.67,"measured",0.718562874251497,19.11,14.946,0.684,15.63
"Phosphorus",89,16,"mgX.kgSoil",54,44,41,1.44,1.38,1.63,"predicted",0.736196319018405,15.552,12.144,0.492,12.636
"Phosphorus",92,1,"mgX.kgSoil",67,62,68,1.43,1.38,1.63,"predicted",0.613496932515337,19.162,17.112,0.68,17.792
"Phosphorus",93,4,"mgX.kgSoil",76,52,66,1.48,1.26,1.53,"measured",2.87581699346405,22.496,13.104,2.904,16.008
"Phosphorus",94,1,"mgX.kgSoil",42,35,30,1.44,1.36,1.66,"measured",0.963855421686747,12.096,9.52,0.48,10
"Phosphorus",98,8,"mgX.kgSoil",53,46,47,1.43,1.37,1.66,"measured",0.72289156626506,15.158,12.604,0.564,13.168
"Phosphorus",104,8,"mgX.kgSoil",58,51,61,1.45,1.38,1.67,"measured",0.838323353293413,16.82,14.076,0.854,14.93
"Phosphorus",107,16,"mgX.kgSoil",43,50,46,1.5,1.44,1.68,"predicted",0.714285714285714,12.9,14.4,0.552,14.952
"Phosphorus",108,16,"mgX.kgSoil",52,39,40,1.46,1.41,1.65,"predicted",0.606060606060606,15.184,10.998,0.4,11.398
"Phosphorus",109,1,"mgX.kgSoil",40,32,34,1.48,1.54,1.85,"measured",-0.779220779220779,11.84,9.856,-0.384,9.472
"Phosphorus",110,4,"mgX.kgSoil",35,26,20,1.48,1.35,1.62,"measured",1.60493827160494,10.36,7.02,0.52,7.54
"Phosphorus",111,8,"mgX.kgSoil",26,20,13,1.45,1.41,1.65,"predicted",0.484848484848485,7.54,5.64,0.104,5.744
"Phosphorus",115,8,"mgX.kgSoil",41,25,18,1.47,1.45,1.69,"predicted",0.236686390532544,12.054,7.25,0.072,7.322
"Phosphorus",117,2,"mgX.kgSoil",35,27,14,1.48,1.39,1.69,"measured",1.06508875739645,10.36,7.506,0.252,7.758
"Phosphorus",118,8,"mgX.kgSoil",25,19,14,1.46,1.5,1.75,"measured",-0.533333333333333,7.3,5.7,-0.152,5.548
"Phosphorus",125,2,"mgX.kgSoil",54,37,38,1.44,1.49,1.71,"measured",-0.671140939597315,15.552,11.026,-0.37,10.656
"Phosphorus",129,1,"mgX.kgSoil",58,47,57,1.43,1.55,1.71,"measured",-1.54838709677419,16.588,14.57,-1.128,13.442
"Phosphorus",130,8,"mgX.kgSoil",57,36,29,1.38,1.46,1.73,"measured",-1.0958904109589,15.732,10.512,-0.576,9.936
"Phosphorus",133,4,"mgX.kgSoil",52,38,35,1.49,1.36,1.68,"measured",1.54761904761905,15.496,10.336,0.91,11.246
"Phosphorus",135,1,"mgX.kgSoil",43,35,34,1.45,1.51,1.72,"measured",-0.794701986754967,12.47,10.57,-0.42,10.15
"Phosphorus",136,16,"mgX.kgSoil",57,41,42,1.45,1.41,1.65,"predicted",0.484848484848485,16.53,11.562,0.336,11.898
"Phosphorus",137,1,"mgX.kgSoil",48,24,32,1.45,1.34,1.91,"measured",1.15183246073298,13.92,6.432,0.704,7.136
"Phosphorus",138,4,"mgX.kgSoil",51,51,40,1.42,1.39,1.59,"measured",0.377358490566038,14.484,14.178,0.24,14.418
"Phosphorus",139,4,"mgX.kgSoil",64,54,42,1.44,1.38,1.63,"predicted",0.736196319018405,18.432,14.904,0.504,15.408
"Phosphorus",142,1,"mgX.kgSoil",52,45,35,1.46,1.56,1.71,"measured",-1.28205128205128,15.184,14.04,-0.9,13.14
"Phosphorus",146,8,"mgX.kgSoil",44,36,24,1.43,1.35,1.57,"measured",1.01910828025478,12.584,9.72,0.384,10.104
"Phosphorus",149,4,"mgX.kgSoil",31,28,15,1.43,1.39,1.64,"predicted",0.487804878048781,8.866,7.784,0.12,7.904
"Phosphorus",156,16,"mgX.kgSoil",30,21,15,1.46,1.39,1.74,"measured",0.804597701149425,8.76,5.838,0.21,6.048
"Phosphorus",157,2,"mgX.kgSoil",28,25,12,1.44,1.43,1.67,"predicted",0.119760479041916,8.064,7.15,0.024,7.174
"Phosphorus",160,16,"mgX.kgSoil",57,46,42,1.46,1.49,1.73,"measured",-0.402684563758389,16.644,13.708,-0.276,13.432
"Phosphorus",163,1,"mgX.kgSoil",64,44,50,1.41,1.57,1.74,"measured",-2.03821656050955,18.048,13.816,-1.408,12.408
"Phosphorus",164,16,"mgX.kgSoil",59,43,46,1.46,1.49,1.77,"measured",-0.402684563758389,17.228,12.814,-0.258,12.556
"Phosphorus",165,2,"mgX.kgSoil",53,43,58,1.4,1.39,1.64,"predicted",0.121951219512195,14.84,11.954,0.116,12.07
"Phosphorus",167,1,"mgX.kgSoil",58,48,62,1.48,1.45,1.69,"predicted",0.355029585798817,17.168,13.92,0.372,14.292
"Phosphorus",168,2,"mgX.kgSoil",37,35,32,1.46,1.41,1.71,"measured",0.584795321637427,10.804,9.87,0.32,10.19
"Phosphorus",169,16,"mgX.kgSoil",50,38,39,1.48,1.42,1.66,"predicted",0.72289156626506,14.8,10.792,0.468,11.26
"Phosphorus",170,8,"mgX.kgSoil",45,44,39,1.47,1.44,1.68,"predicted",0.357142857142857,13.23,12.672,0.234,12.906
"Phosphorus",171,2,"mgX.kgSoil",57,53,43,1.46,1.43,1.58,"measured",0.379746835443038,16.644,15.158,0.258,15.416
"Phosphorus",174,16,"mgX.kgSoil",52,40,36,1.42,1.39,1.64,"predicted",0.365853658536585,14.768,11.12,0.216,11.336
"Phosphorus",175,2,"mgX.kgSoil",43,40,30,1.46,1.29,1.29,"measured",2.63565891472868,12.556,10.32,1.02,11.34
"Phosphorus",176,4,"mgX.kgSoil",68,43,41,1.42,1.44,1.68,"predicted",-0.277777777777778,19.312,12.384,-0.172,12.212
"Phosphorus",177,8,"mgX.kgSoil",64,46,60,1.42,1.38,1.63,"predicted",0.49079754601227,18.176,12.696,0.48,13.176
"Phosphorus",178,8,"mgX.kgSoil",108,60,99,1.32,1.31,1.59,"measured",0.125786163522011,28.512,15.72,0.197999999999997,15.918
"Phosphorus",185,1,"mgX.kgSoil",57,36,34,1.42,1.59,1.84,"measured",-2.13836477987421,16.188,11.448,-1.224,10.224
"Phosphorus",186,16,"mgX.kgSoil",53,27,22,1.38,1.39,1.64,"predicted",-0.143884892086331,14.628,7.506,-0.054,7.452
"Phosphorus",190,4,"mgX.kgSoil",34,24,14,1.4,1.5,1.74,"measured",-1.33333333333333,9.52,7.2,-0.48,6.72
"Phosphorus",193,2,"mgX.kgSoil",29,19,8,1.47,1.35,1.59,"measured",1.50943396226415,8.526,5.13,0.192,5.322
"Phosphorus",197,2,"mgX.kgSoil",53,31,39,1.4,1.49,1.7,"measured",-1.20805369127517,14.84,9.238,-0.558,8.68
"Phosphorus",199,4,"mgX.kgSoil",51,28,18,1.43,1.38,1.63,"predicted",0.613496932515337,14.586,7.728,0.18,7.908
"Phosphorus",201,4,"mgX.kgSoil",44,31,40,1.43,1.37,1.62,"predicted",0.740740740740741,12.584,8.494,0.48,8.974
"Phosphorus",202,16,"mgX.kgSoil",66,51,55,1.36,1.26,1.53,"predicted",1.30718954248366,17.952,12.852,1.1,13.952
"Phosphorus",205,1,"mgX.kgSoil",55,39,56,1.43,1.45,1.66,"measured",-0.275862068965517,15.73,11.31,-0.156,11.154
"Phosphorus",206,8,"mgX.kgSoil",61,44,44,1.41,1.24,1.6,"measured",2.125,17.202,10.912,1.496,12.408
"Phosphorus",208,8,"mgX.kgSoil",62,44,49,1.43,1.28,1.5,"measured",2,17.732,11.264,1.47,12.734
"Phosphorus",210,8,"mgX.kgSoil",63,44,47,1.44,1.33,1.61,"measured",1.36645962732919,18.144,11.704,1.034,12.738
"Phosphorus",211,2,"mgX.kgSoil",57,52,63,1.44,1.41,1.65,"predicted",0.363636363636364,16.416,14.664,0.378,15.042
"Phosphorus",213,8,"mgX.kgSoil",58,44,53,1.47,1.47,1.73,"measured",0,17.052,12.936,0,12.936
"Phosphorus",220,16,"mgX.kgSoil",69,43,31,1.47,1.42,1.66,"predicted",0.602409638554217,20.286,12.212,0.31,12.522
"Phosphorus",223,4,"mgX.kgSoil",30,27,18,1.44,1.41,1.65,"predicted",0.363636363636364,8.64,7.614,0.108,7.722
"Phosphorus",224,2,"mgX.kgSoil",44,31,29,1.44,1.47,1.7,"measured",-0.408163265306122,12.672,9.114,-0.186,8.928
"Phosphorus",225,4,"mgX.kgSoil",30,21,15,1.43,1.4,1.64,"predicted",0.365853658536585,8.58,5.88,0.09,5.97
"Phosphorus",227,16,"mgX.kgSoil",42,26,16,1.44,1.33,1.68,"measured",1.30952380952381,12.096,6.916,0.352,7.268
"Phosphorus",229,4,"mgX.kgSoil",20,18,10,1.43,1.49,1.62,"measured",-0.805369127516778,5.72,5.364,-0.216,5.148
"Phosphorus",230,1,"mgX.kgSoil",35,23,14,1.44,1.5,1.72,"measured",-0.8,10.08,6.9,-0.276,6.624
"Phosphorus",232,8,"mgX.kgSoil",49,36,39,1.36,1.33,1.62,"measured",0.37037037037037,13.328,9.576,0.234,9.81
"Phosphorus",233,4,"mgX.kgSoil",65,50,54,1.34,1.3,1.57,"predicted",0.509554140127389,17.42,13,0.432,13.432
"Phosphorus",234,2,"mgX.kgSoil",43,33,20,1.41,1.32,1.58,"predicted",1.13924050632911,12.126,8.712,0.36,9.072
"Phosphorus",235,16,"mgX.kgSoil",32,25,15,1.41,1.32,1.58,"predicted",1.13924050632911,9.024,6.6,0.27,6.87
"Phosphorus",236,2,"mgX.kgSoil",38,22,16,1.45,1.48,1.66,"measured",-0.405405405405405,11.02,6.512,-0.132,6.38
"Phosphorus",237,1,"mgX.kgSoil",46,29,25,1.42,1.39,1.72,"measured",0.348837209302326,13.064,8.062,0.15,8.212
"Phosphorus",239,16,"mgX.kgSoil",60,39,61,1.43,1.37,1.62,"predicted",0.740740740740741,17.16,10.686,0.732,11.418
"Phosphorus",242,16,"mgX.kgSoil",72,46,54,1.45,1.39,1.62,"measured",0.740740740740741,20.88,12.788,0.648,13.436
"Phosphorus",253,16,"mgX.kgSoil",69,45,57,1.44,1.4,1.64,"predicted",0.487804878048781,19.872,12.6,0.456,13.056
"Phosphorus",257,16,"mgX.kgSoil",53,40,48,1.41,1.35,1.6,"predicted",0.75,14.946,10.8,0.576,11.376
"Phosphorus",259,2,"mgX.kgSoil",37,26,18,1.42,1.37,1.62,"predicted",0.617283950617284,10.508,7.124,0.18,7.304
"Phosphorus",265,1,"mgX.kgSoil",31,25,15,1.44,1.36,1.61,"measured",0.993788819875776,8.928,6.8,0.24,7.04
"Phosphorus",266,8,"mgX.kgSoil",29,20,11,1.42,1.34,1.61,"measured",0.993788819875776,8.236,5.36,0.176,5.536
"Phosphorus",267,1,"mgX.kgSoil",34,29,21,1.36,1.38,1.69,"measured",-0.289855072463768,9.248,8.004,-0.116,7.888
"Phosphorus",268,1,"mgX.kgSoil",63,39,41,1.36,1.46,1.64,"measured",-1.36986301369863,17.136,11.388,-0.78,10.608
"Phosphorus",273,16,"mgX.kgSoil",60,57,56,1.28,1.17,1.47,"predicted",1.49659863945578,15.36,13.338,1.232,14.57
"Phosphorus",278,2,"mgX.kgSoil",38,27,31,1.47,1.45,1.69,"predicted",0.236686390532544,11.172,7.83,0.124,7.954
"Phosphorus",280,1,"mgX.kgSoil",56,40,65,1.45,1.42,1.66,"predicted",0.36144578313253,16.24,11.36,0.39,11.75
"Phosphorus",282,1,"mgX.kgSoil",68,50,60,1.43,1.44,1.68,"predicted",-0.138888888888889,19.448,14.4,-0.1,14.3
"Phosphorus",283,8,"mgX.kgSoil",54,48,56,1.43,1.44,1.68,"predicted",-0.138888888888889,15.444,13.824,-0.096,13.728
"Phosphorus",286,4,"mgX.kgSoil",69,51,51,1.46,1.4,1.63,"measured",0.736196319018405,20.148,14.28,0.612,14.892
"Phosphorus",287,4,"mgX.kgSoil",61,39,51,1.46,1.54,1.64,"measured",-1.03896103896104,17.812,12.012,-0.624,11.388
"Phosphorus",290,1,"mgX.kgSoil",61,46,51,1.46,1.39,1.62,"measured",0.864197530864198,17.812,12.788,0.714,13.502
"Phosphorus",291,1,"mgX.kgSoil",66,43,47,1.46,1.43,1.67,"predicted",0.359281437125749,19.272,12.298,0.282,12.58
"Phosphorus",292,8,"mgX.kgSoil",63,39,37,1.42,1.39,1.64,"predicted",0.365853658536585,17.892,10.842,0.222,11.064
"Phosphorus",293,8,"mgX.kgSoil",44,24,18,1.44,1.38,1.63,"predicted",0.736196319018405,12.672,6.624,0.216,6.84
"Phosphorus",299,16,"mgX.kgSoil",44,29,28,1.45,1.25,1.57,"measured",2.54777070063694,12.76,7.25,1.12,8.37
"Phosphorus",300,2,"mgX.kgSoil",49,30,29,1.46,1.41,1.6,"measured",0.625,14.308,8.46,0.29,8.75
"Phosphorus",301,16,"mgX.kgSoil",35,25,22,1.45,1.34,1.65,"measured",1.33333333333333,10.15,6.7,0.484,7.184
"Phosphorus",302,4,"mgX.kgSoil",62,39,49,1.43,1.4,1.82,"measured",0.32967032967033,17.732,10.92,0.294,11.214
"Phosphorus",303,8,"mgX.kgSoil",45,41,34,1.44,1.42,1.66,"predicted",0.240963855421687,12.96,11.644,0.136,11.78
"Phosphorus",304,2,"mgX.kgSoil",23,21,17,1.42,1.41,1.66,"predicted",0.120481927710843,6.532,5.922,0.034,5.956
"Phosphorus",307,8,"mgX.kgSoil",44,25,31,1.44,1.37,1.67,"measured",0.838323353293413,12.672,6.85,0.434,7.284
"Phosphorus",308,1,"mgX.kgSoil",48,38,46,1.45,1.53,1.74,"measured",-1.04575163398693,13.92,11.628,-0.608,11.02
"Phosphorus",311,2,"mgX.kgSoil",26,21,17,1.42,1.48,1.63,"measured",-0.810810810810811,7.384,6.216,-0.252,5.964
"Phosphorus",313,8,"mgX.kgSoil",24,18,10,1.52,1.43,1.67,"predicted",1.07784431137725,7.296,5.148,0.18,5.328
"Phosphorus",318,16,"mgX.kgSoil",67,43,38,1.35,1.4,1.65,"predicted",-0.714285714285714,18.09,12.04,-0.43,11.61
"Phosphorus",324,2,"mgX.kgSoil",49,35,36,1.45,1.45,1.69,"predicted",0,14.21,10.15,0,10.15
"Phosphorus",325,4,"mgX.kgSoil",44,32,34,1.45,1.43,1.73,"measured",0.23121387283237,12.76,9.152,0.136,9.288
"Phosphorus",328,16,"mgX.kgSoil",44,37,23,1.47,1.31,1.54,"measured",2.07792207792208,12.936,9.694,0.735999999999999,10.43
"Phosphorus",329,16,"mgX.kgSoil",47,34,27,1.45,1.34,1.58,"measured",1.39240506329114,13.63,9.112,0.594,9.706
