"Nutrient","Plot","NumSp","unit","0.20cm_1994","0.20cm_2017","20.40cm_2017","Bulk.Density.g.cm3_0.20cm_1994","Bulk.Density.g.cm3_0.20cm_2017","Bulk.Density.g.cm3_20.40cm_2017","bd.pred","Depth_add_cm","gm2_1994_0.20cm","gm2_2017_u","gm2_2017_add","gm2_2017_0.20cm"
"Potassium",87,1,"mgX.kgSoil",44.1,30.91,27.2,1.47,1.41,1.67,"measured",0.718562874251497,12.9654,8.71662,0.3264,9.04302
"Potassium",89,16,"mgX.kgSoil",38.86,51.17,35.18,1.44,1.38,1.63,"predicted",0.736196319018405,11.19168,14.12292,0.42216,14.54508
"Potassium",92,1,"mgX.kgSoil",34.72,39.29,31.61,1.43,1.38,1.63,"predicted",0.613496932515337,9.92992,10.84404,0.3161,11.16014
"Potassium",93,4,"mgX.kgSoil",45.17,54.18,27.09,1.48,1.26,1.53,"measured",2.87581699346405,13.37032,13.65336,1.19196,14.84532
"Potassium",94,1,"mgX.kgSoil",33.99,25.27,15.92,1.44,1.36,1.66,"measured",0.963855421686747,9.78912,6.87344,0.25472,7.12816
"Potassium",98,8,"mgX.kgSoil",39.32,49.49,36.2,1.43,1.37,1.66,"measured",0.72289156626506,11.24552,13.56026,0.4344,13.99466
"Potassium",104,8,"mgX.kgSoil",37.27,59.35,35.76,1.45,1.38,1.67,"measured",0.838323353293413,10.8083,16.3806,0.50064,16.88124
"Potassium",107,16,"mgX.kgSoil",24.3,43.43,27.98,1.5,1.44,1.68,"predicted",0.714285714285714,7.29,12.50784,0.33576,12.8436
"Potassium",108,16,"mgX.kgSoil",22.3,55.49,26.42,1.46,1.41,1.65,"predicted",0.606060606060606,6.5116,15.64818,0.2642,15.91238
"Potassium",109,1,"mgX.kgSoil",29.34,29.82,20.28,1.48,1.54,1.85,"measured",-0.779220779220779,8.68464,9.18456,-0.35784,8.82672
"Potassium",110,4,"mgX.kgSoil",34.28,42.44,26.32,1.48,1.35,1.62,"measured",1.60493827160494,10.14688,11.4588,0.68432,12.14312
"Potassium",111,8,"mgX.kgSoil",40.95,35.4,18.16,1.45,1.41,1.65,"predicted",0.484848484848485,11.8755,9.9828,0.14528,10.12808
"Potassium",115,8,"mgX.kgSoil",23.35,25.28,17.31,1.47,1.45,1.69,"predicted",0.236686390532544,6.8649,7.3312,0.06924,7.40044
"Potassium",117,2,"mgX.kgSoil",31.7,35.1,21.98,1.48,1.39,1.69,"measured",1.06508875739645,9.3832,9.7578,0.39564,10.15344
"Potassium",118,8,"mgX.kgSoil",27.68,27.43,18.41,1.46,1.5,1.75,"measured",-0.533333333333333,8.08256,8.229,-0.21944,8.00956
"Potassium",125,2,"mgX.kgSoil",34.42,38.69,23.53,1.44,1.49,1.71,"measured",-0.671140939597315,9.91296,11.52962,-0.3869,11.14272
"Potassium",129,1,"mgX.kgSoil",37.66,29.9,22.56,1.43,1.55,1.71,"measured",-1.54838709677419,10.77076,9.269,-0.7176,8.5514
"Potassium",130,8,"mgX.kgSoil",38.46,45.34,24.81,1.38,1.46,1.73,"measured",-1.0958904109589,10.61496,13.23928,-0.72544,12.51384
"Potassium",133,4,"mgX.kgSoil",30.14,28.07,15.63,1.49,1.36,1.68,"measured",1.54761904761905,8.98172,7.63504,0.40638,8.04142
"Potassium",135,1,"mgX.kgSoil",35.97,29.29,26.43,1.45,1.51,1.72,"measured",-0.794701986754967,10.4313,8.84558,-0.35148,8.4941
"Potassium",136,16,"mgX.kgSoil",44.02,50.6,28.98,1.45,1.41,1.65,"predicted",0.484848484848485,12.7658,14.2692,0.23184,14.50104
"Potassium",137,1,"mgX.kgSoil",33.99,18.85,13.34,1.45,1.34,1.91,"measured",1.15183246073298,9.8571,5.0518,0.29348,5.34528
"Potassium",138,4,"mgX.kgSoil",68.12,28.6,18.1,1.42,1.39,1.59,"measured",0.377358490566038,19.34608,7.9508,0.1086,8.0594
"Potassium",139,4,"mgX.kgSoil",52.87,43.31,27.04,1.44,1.38,1.63,"predicted",0.736196319018405,15.22656,11.95356,0.32448,12.27804
"Potassium",142,1,"mgX.kgSoil",33.47,26.53,22.38,1.46,1.56,1.71,"measured",-1.28205128205128,9.77324,8.27736,-0.5306,7.74676
"Potassium",146,8,"mgX.kgSoil",26.22,34.01,20.91,1.43,1.35,1.57,"measured",1.01910828025478,7.49892,9.1827,0.33456,9.51726
"Potassium",149,4,"mgX.kgSoil",35.66,42.3,24.78,1.43,1.39,1.64,"predicted",0.487804878048781,10.19876,11.7594,0.19824,11.95764
"Potassium",156,16,"mgX.kgSoil",19.03,34.03,19.64,1.46,1.39,1.74,"measured",0.804597701149425,5.55676,9.46034,0.27496,9.7353
"Potassium",157,2,"mgX.kgSoil",26.43,24.34,19.49,1.44,1.43,1.67,"predicted",0.119760479041916,7.61184,6.96124,0.03898,7.00022
"Potassium",160,16,"mgX.kgSoil",29.42,55.38,31.27,1.46,1.49,1.73,"measured",-0.402684563758389,8.59064,16.50324,-0.33228,16.17096
"Potassium",163,1,"mgX.kgSoil",44.47,26.5,19.82,1.41,1.57,1.74,"measured",-2.03821656050955,12.54054,8.321,-0.848,7.473
"Potassium",164,16,"mgX.kgSoil",35.59,45.51,25.45,1.46,1.49,1.77,"measured",-0.402684563758389,10.39228,13.56198,-0.27306,13.28892
"Potassium",165,2,"mgX.kgSoil",30.68,32.05,22.86,1.4,1.39,1.64,"predicted",0.121951219512195,8.5904,8.9099,0.04572,8.95562
"Potassium",167,1,"mgX.kgSoil",26.47,21.61,17.93,1.48,1.45,1.69,"predicted",0.355029585798817,7.83512,6.2669,0.10758,6.37448
"Potassium",168,2,"mgX.kgSoil",24.87,27.36,22.9,1.46,1.41,1.71,"measured",0.584795321637427,7.26204,7.71552,0.229,7.94452
"Potassium",169,16,"mgX.kgSoil",25.6,49.95,28.65,1.48,1.42,1.66,"predicted",0.72289156626506,7.5776,14.1858,0.3438,14.5296
"Potassium",170,8,"mgX.kgSoil",25.38,28.1,14.36,1.47,1.44,1.68,"predicted",0.357142857142857,7.46172,8.0928,0.08616,8.17896
"Potassium",171,2,"mgX.kgSoil",30.46,33.52,21.25,1.46,1.43,1.58,"measured",0.379746835443038,8.89432,9.58672,0.1275,9.71422
"Potassium",174,16,"mgX.kgSoil",29.67,54.34,26.86,1.42,1.39,1.64,"predicted",0.365853658536585,8.42628,15.10652,0.16116,15.26768
"Potassium",175,2,"mgX.kgSoil",31.96,53.35,33.24,1.46,1.29,1.29,"measured",2.63565891472868,9.33232,13.7643,1.13016,14.89446
"Potassium",176,4,"mgX.kgSoil",32.74,30.15,22.32,1.42,1.44,1.68,"predicted",-0.277777777777778,9.29816,8.6832,-0.1206,8.5626
"Potassium",177,8,"mgX.kgSoil",41.37,43.16,26.36,1.42,1.38,1.63,"predicted",0.49079754601227,11.74908,11.91216,0.21088,12.12304
"Potassium",178,8,"mgX.kgSoil",66.3,43.41,28.59,1.32,1.31,1.59,"measured",0.125786163522011,17.5032,11.37342,0.0571799999999992,11.4306
"Potassium",185,1,"mgX.kgSoil",43.48,18.39,16.25,1.42,1.59,1.84,"measured",-2.13836477987421,12.34832,5.84802,-0.62526,5.22276
"Potassium",186,16,"mgX.kgSoil",49.91,54.43,32.29,1.38,1.39,1.64,"predicted",-0.143884892086331,13.77516,15.13154,-0.10886,15.02268
"Potassium",190,4,"mgX.kgSoil",35.75,22.82,15.04,1.4,1.5,1.74,"measured",-1.33333333333333,10.01,6.846,-0.4564,6.3896
"Potassium",193,2,"mgX.kgSoil",24.97,54.65,41.27,1.47,1.35,1.59,"measured",1.50943396226415,7.34118,14.7555,0.99048,15.74598
"Potassium",197,2,"mgX.kgSoil",29.82,29.74,18.34,1.4,1.49,1.7,"measured",-1.20805369127517,8.3496,8.86252,-0.53532,8.3272
"Potassium",199,4,"mgX.kgSoil",24.58,51.23,28.38,1.43,1.38,1.63,"predicted",0.613496932515337,7.02988,14.13948,0.2838,14.42328
"Potassium",201,4,"mgX.kgSoil",31.64,47.69,22.53,1.43,1.37,1.62,"predicted",0.740740740740741,9.04904,13.06706,0.27036,13.33742
"Potassium",202,16,"mgX.kgSoil",39.59,59.95,34.22,1.36,1.26,1.53,"predicted",1.30718954248366,10.76848,15.1074,0.6844,15.7918
"Potassium",205,1,"mgX.kgSoil",35.48,31.06,17.51,1.43,1.45,1.66,"measured",-0.275862068965517,10.14728,9.0074,-0.12424,8.88316
"Potassium",206,8,"mgX.kgSoil",31.48,51.19,26.64,1.41,1.24,1.6,"measured",2.125,8.87736,12.69512,0.90576,13.60088
"Potassium",208,8,"mgX.kgSoil",35.33,54.01,31.8,1.43,1.28,1.5,"measured",2,10.10438,13.82656,0.954,14.78056
"Potassium",210,8,"mgX.kgSoil",33.04,43.83,21.67,1.44,1.33,1.61,"measured",1.36645962732919,9.51552,11.65878,0.47674,12.13552
"Potassium",211,2,"mgX.kgSoil",33.49,31.45,13.04,1.44,1.41,1.65,"predicted",0.363636363636364,9.64512,8.8689,0.07824,8.94714
"Potassium",213,8,"mgX.kgSoil",25.61,36.15,19.56,1.47,1.47,1.73,"measured",0,7.52934,10.6281,0,10.6281
"Potassium",220,16,"mgX.kgSoil",23.36,48.91,30.12,1.47,1.42,1.66,"predicted",0.602409638554217,6.86784,13.89044,0.3012,14.19164
"Potassium",223,4,"mgX.kgSoil",25.89,25.36,16.64,1.44,1.41,1.65,"predicted",0.363636363636364,7.45632,7.15152,0.09984,7.25136
"Potassium",224,2,"mgX.kgSoil",35.08,34.8,23.47,1.44,1.47,1.7,"measured",-0.408163265306122,10.10304,10.2312,-0.2088,10.0224
"Potassium",225,4,"mgX.kgSoil",31.2,41.04,22.55,1.43,1.4,1.64,"predicted",0.365853658536585,8.9232,11.4912,0.1353,11.6265
"Potassium",227,16,"mgX.kgSoil",37.77,49.33,37.76,1.44,1.33,1.68,"measured",1.30952380952381,10.87776,13.12178,0.83072,13.9525
"Potassium",229,4,"mgX.kgSoil",27.03,34.51,20.93,1.43,1.49,1.62,"measured",-0.805369127516778,7.73058,10.28398,-0.41412,9.86986
"Potassium",230,1,"mgX.kgSoil",26.45,22.89,16.36,1.44,1.5,1.72,"measured",-0.8,7.6176,6.867,-0.27468,6.59232
"Potassium",232,8,"mgX.kgSoil",24.2,56.75,31.46,1.36,1.33,1.62,"measured",0.37037037037037,6.5824,15.0955,0.18876,15.28426
"Potassium",233,4,"mgX.kgSoil",35.9,42.78,19.54,1.34,1.3,1.57,"predicted",0.509554140127389,9.6212,11.1228,0.15632,11.27912
"Potassium",234,2,"mgX.kgSoil",28.47,52.34,27.53,1.41,1.32,1.58,"predicted",1.13924050632911,8.02854,13.81776,0.49554,14.3133
"Potassium",235,16,"mgX.kgSoil",22.75,57.17,23.22,1.41,1.32,1.58,"predicted",1.13924050632911,6.4155,15.09288,0.41796,15.51084
"Potassium",236,2,"mgX.kgSoil",24.59,30.78,15.56,1.45,1.48,1.66,"measured",-0.405405405405405,7.1311,9.11088,-0.18468,8.9262
"Potassium",237,1,"mgX.kgSoil",31.28,26.05,13.92,1.42,1.39,1.72,"measured",0.348837209302326,8.88352,7.2419,0.08352,7.32542
"Potassium",239,16,"mgX.kgSoil",29.85,47.86,27.65,1.43,1.37,1.62,"predicted",0.740740740740741,8.5371,13.11364,0.3318,13.44544
"Potassium",242,16,"mgX.kgSoil",38.76,46.86,28.62,1.45,1.39,1.62,"measured",0.740740740740741,11.2404,13.02708,0.34344,13.37052
"Potassium",253,16,"mgX.kgSoil",30.38,54.01,32.15,1.44,1.4,1.64,"predicted",0.487804878048781,8.74944,15.1228,0.2572,15.38
"Potassium",257,16,"mgX.kgSoil",26.13,50.89,24.66,1.41,1.35,1.6,"predicted",0.75,7.36866,13.7403,0.29592,14.03622
"Potassium",259,2,"mgX.kgSoil",31.1,55.6,20.7,1.42,1.37,1.62,"predicted",0.617283950617284,8.8324,15.2344,0.207,15.4414
"Potassium",265,1,"mgX.kgSoil",33.55,31.39,23.68,1.44,1.36,1.61,"measured",0.993788819875776,9.6624,8.53808,0.37888,8.91696
"Potassium",266,8,"mgX.kgSoil",29.06,42.94,20.85,1.42,1.34,1.61,"measured",0.993788819875776,8.25304,11.50792,0.3336,11.84152
"Potassium",267,1,"mgX.kgSoil",40.57,24.08,15.31,1.36,1.38,1.69,"measured",-0.289855072463768,11.03504,6.64608,-0.09632,6.54976
"Potassium",268,1,"mgX.kgSoil",46.35,28.91,19.89,1.36,1.46,1.64,"measured",-1.36986301369863,12.6072,8.44172,-0.5782,7.86352
"Potassium",273,16,"mgX.kgSoil",46.12,98.26,39.27,1.28,1.17,1.47,"predicted",1.49659863945578,11.80672,22.99284,0.86394,23.85678
"Potassium",278,2,"mgX.kgSoil",26.59,21.08,15.45,1.47,1.45,1.69,"predicted",0.236686390532544,7.81746,6.1132,0.0618,6.175
"Potassium",280,1,"mgX.kgSoil",30.38,27.1,24.94,1.45,1.42,1.66,"predicted",0.36144578313253,8.8102,7.6964,0.14964,7.84604
"Potassium",282,1,"mgX.kgSoil",27.74,22.92,17.27,1.43,1.44,1.68,"predicted",-0.138888888888889,7.93364,6.60096,-0.04584,6.55512
"Potassium",283,8,"mgX.kgSoil",24.39,24.67,16.83,1.43,1.44,1.68,"predicted",-0.138888888888889,6.97554,7.10496,-0.04934,7.05562
"Potassium",286,4,"mgX.kgSoil",23.26,30.71,20.54,1.46,1.4,1.63,"measured",0.736196319018405,6.79192,8.5988,0.24648,8.84528
"Potassium",287,4,"mgX.kgSoil",21.01,24.59,14.54,1.46,1.54,1.64,"measured",-1.03896103896104,6.13492,7.57372,-0.39344,7.18028
"Potassium",290,1,"mgX.kgSoil",30.16,26.29,11.88,1.46,1.39,1.62,"measured",0.864197530864198,8.80672,7.30862,0.16632,7.47494
"Potassium",291,1,"mgX.kgSoil",35.59,16.88,14.21,1.46,1.43,1.67,"predicted",0.359281437125749,10.39228,4.82768,0.08526,4.91294
"Potassium",292,8,"mgX.kgSoil",34.43,54.42,32.48,1.42,1.39,1.64,"predicted",0.365853658536585,9.77812,15.12876,0.19488,15.32364
"Potassium",293,8,"mgX.kgSoil",25.56,55.14,27.77,1.44,1.38,1.63,"predicted",0.736196319018405,7.36128,15.21864,0.33324,15.55188
"Potassium",299,16,"mgX.kgSoil",21.96,53.29,31.55,1.45,1.25,1.57,"measured",2.54777070063694,6.3684,13.3225,1.262,14.5845
"Potassium",300,2,"mgX.kgSoil",29.43,49.93,36.18,1.46,1.41,1.6,"measured",0.625,8.59356,14.08026,0.3618,14.44206
"Potassium",301,16,"mgX.kgSoil",30.68,41.71,25.86,1.45,1.34,1.65,"measured",1.33333333333333,8.8972,11.17828,0.56892,11.7472
"Potassium",302,4,"mgX.kgSoil",25.98,36.21,19.96,1.43,1.4,1.82,"measured",0.32967032967033,7.43028,10.1388,0.11976,10.25856
"Potassium",303,8,"mgX.kgSoil",22.89,50.62,26.22,1.44,1.42,1.66,"predicted",0.240963855421687,6.59232,14.37608,0.10488,14.48096
"Potassium",304,2,"mgX.kgSoil",21.53,22.64,15.01,1.42,1.41,1.66,"predicted",0.120481927710843,6.11452,6.38448,0.03002,6.4145
"Potassium",307,8,"mgX.kgSoil",23.5,38.3,25.98,1.44,1.37,1.67,"measured",0.838323353293413,6.768,10.4942,0.36372,10.85792
"Potassium",308,1,"mgX.kgSoil",27.92,19.58,15.17,1.45,1.53,1.74,"measured",-1.04575163398693,8.0968,5.99148,-0.31328,5.6782
"Potassium",311,2,"mgX.kgSoil",20.14,26.76,18.34,1.42,1.48,1.63,"measured",-0.810810810810811,5.71976,7.92096,-0.32112,7.59984
"Potassium",313,8,"mgX.kgSoil",21.48,42.28,21.51,1.52,1.43,1.67,"predicted",1.07784431137725,6.52992,12.09208,0.38718,12.47926
"Potassium",318,16,"mgX.kgSoil",24.74,47.75,30.26,1.35,1.4,1.65,"predicted",-0.714285714285714,6.6798,13.37,-0.4775,12.8925
"Potassium",324,2,"mgX.kgSoil",23.39,18.08,15.06,1.45,1.45,1.69,"predicted",0,6.7831,5.2432,0,5.2432
"Potassium",325,4,"mgX.kgSoil",27.59,30.19,15.3,1.45,1.43,1.73,"measured",0.23121387283237,8.0011,8.63434,0.0612,8.69554
"Potassium",328,16,"mgX.kgSoil",21.18,37.49,18.61,1.47,1.31,1.54,"measured",2.07792207792208,6.22692,9.82238,0.595519999999999,10.4179
"Potassium",329,16,"mgX.kgSoil",21.09,44.93,19.99,1.45,1.34,1.58,"measured",1.39240506329114,6.1161,12.04124,0.43978,12.48102
"Potassium",330,2,"mgX.kgSoil",18.49,20.82,4.11,1.42,1.46,1.76,"measured",-0.547945205479452,5.25116,6.07944,-0.16656,5.91288
"Potassium",331,16,"mgX.kgSoil",26.15,45.51,16.21,1.43,1.35,1.57,"measured",1.01910828025478,7.4789,12.2877,0.25936,12.54706
"Potassium",334,2,"mgX.kgSoil",24.91,26.05,12.75,1.41,1.42,1.66,"predicted",-0.140845070422535,7.02462,7.3982,-0.0521,7.3461
"Potassium",335,2,"mgX.kgSoil",21.23,27.6,7.12,1.43,1.45,1.69,"predicted",-0.275862068965517,6.07178,8.004,-0.1104,7.8936
"Potassium",336,16,"mgX.kgSoil",20.64,56.14,29.58,1.44,1.32,1.5,"measured",1.6,5.94432,14.82096,0.70992,15.53088
"Potassium",338,1,"mgX.kgSoil",28.16,27.66,8.65,1.46,1.48,1.67,"measured",-0.27027027027027,8.22272,8.18736,-0.11064,8.07672
"Potassium",339,16,"mgX.kgSoil",24.28,49.56,25.75,1.45,1.41,1.62,"measured",0.493827160493827,7.0412,13.97592,0.206,14.18192
"Potassium",342,2,"mgX.kgSoil",24.38,55.06,20.82,1.45,1.36,1.71,"measured",1.05263157894737,7.0702,14.97632,0.37476,15.35108
"Nitrogen",2,1,"mgX.kgSoil",340,347.5,252.5,1.48,1.49,1.62,"measured",-0.134228187919463,100.64,103.555,-0.695,102.86
"Nitrogen",3,4,"mgX.kgSoil",430,250,275,1.46,1.47,1.6,"measured",-0.136054421768707,125.56,73.5,-0.5,73
"Nitrogen",5,1,"mgX.kgSoil",370,425,235,1.47,1.46,1.61,"measured",0.124223602484472,108.78,124.1,0.47,124.57
"Nitrogen",6,2,"mgX.kgSoil",370,402.5,237.5,1.48,1.46,1.69,"predicted",0.236686390532544,109.52,117.53,0.95,118.48
"Nitrogen",9,16,"mgX.kgSoil",340,482.5,255,1.49,1.39,1.52,"measured",1.31578947368421,101.32,134.135,5.1,139.235
"Nitrogen",11,1,"mgX.kgSoil",360,350,227.5,1.48,1.34,1.57,"measured",1.78343949044586,106.56,93.8,6.37,100.17
"Nitrogen",12,8,"mgX.kgSoil",410,590,295,1.45,1.39,1.57,"measured",0.764331210191083,118.9,164.02,3.54,167.56
"Nitrogen",14,2,"mgX.kgSoil",470,337.5,257.5,1.44,1.44,1.62,"measured",0,135.36,97.2,0,97.2
"Nitrogen",15,8,"mgX.kgSoil",430,442.5,252.5,1.46,1.44,1.68,"predicted",0.238095238095238,125.56,127.44,1.01,128.45
"Nitrogen",16,1,"mgX.kgSoil",510,315,172.5,1.44,1.56,1.74,"measured",-1.53846153846154,146.88,98.28,-7.56,90.72
"Nitrogen",20,1,"mgX.kgSoil",350,317.5,215,1.48,1.39,1.72,"measured",1.04651162790698,103.6,88.265,3.87,92.135
"Nitrogen",22,8,"mgX.kgSoil",340,297.5,192.5,1.49,1.48,1.71,"predicted",0.116959064327485,101.32,88.06,0.385,88.445
"Nitrogen",24,4,"mgX.kgSoil",350,342.5,215,1.48,1.47,1.72,"measured",0.116279069767442,103.6,100.695,0.43,101.125
"Nitrogen",26,4,"mgX.kgSoil",420,535,260,1.45,1.4,1.64,"predicted",0.609756097560976,121.8,149.8,2.6,152.4
"Nitrogen",27,16,"mgX.kgSoil",470,555,305,1.42,1.35,1.64,"measured",0.853658536585366,133.48,149.85,4.27,154.12
"Nitrogen",28,4,"mgX.kgSoil",370,495,272.5,1.47,1.43,1.67,"predicted",0.479041916167665,108.78,141.57,2.18,143.75
"Nitrogen",29,1,"mgX.kgSoil",390,412.5,205,1.46,1.45,1.69,"predicted",0.118343195266272,113.88,119.625,0.41,120.035
"Nitrogen",30,16,"mgX.kgSoil",410,580,257.5,1.47,1.4,1.64,"predicted",0.853658536585366,120.54,162.4,3.605,166.005
"Nitrogen",31,1,"mgX.kgSoil",240,270,177.5,1.51,1.42,1.7,"measured",1.05882352941176,72.48,76.68,3.195,79.875
"Nitrogen",33,4,"mgX.kgSoil",360,415,237.5,1.47,1.44,1.68,"predicted",0.357142857142857,105.84,119.52,1.425,120.945
"Nitrogen",34,16,"mgX.kgSoil",380,582.5,420,1.47,1.39,1.64,"predicted",0.975609756097561,111.72,161.935,6.72,168.655
"Nitrogen",35,16,"mgX.kgSoil",400,622.5,405,1.46,1.46,1.71,"measured",0,116.8,181.77,0,181.77
"Nitrogen",44,4,"mgX.kgSoil",420,500,360,1.46,1.47,1.78,"measured",-0.136054421768707,122.64,147,-1,146
"Nitrogen",45,4,"mgX.kgSoil",270,377.5,230,1.5,1.45,1.69,"predicted",0.591715976331361,81,109.475,2.3,111.775
"Nitrogen",46,16,"mgX.kgSoil",370,505,297.5,1.47,1.42,1.66,"predicted",0.602409638554217,108.78,143.42,2.975,146.395
"Nitrogen",48,2,"mgX.kgSoil",330,452.5,262.5,1.48,1.48,1.74,"measured",0,97.68,133.94,0,133.94
"Nitrogen",50,8,"mgX.kgSoil",280,382.5,200,1.49,1.28,1.68,"measured",2.5,83.44,97.92,8.4,106.32
"Nitrogen",53,4,"mgX.kgSoil",320,445,295,1.48,1.44,1.68,"predicted",0.476190476190476,94.72,128.16,2.36,130.52
"Nitrogen",56,2,"mgX.kgSoil",340,547.5,260,1.48,1.4,1.6,"measured",1,100.64,153.3,4.16,157.46
"Nitrogen",57,8,"mgX.kgSoil",370,435,302.5,1.47,1.44,1.68,"predicted",0.357142857142857,108.78,125.28,1.815,127.095
"Nitrogen",58,4,"mgX.kgSoil",240,380,207.5,1.5,1.44,1.71,"measured",0.701754385964912,72,109.44,2.49,111.93
"Nitrogen",62,4,"mgX.kgSoil",310,400,265,1.49,1.46,1.69,"predicted",0.355029585798817,92.38,116.8,1.59,118.39
"Nitrogen",67,8,"mgX.kgSoil",310,557.5,305,1.48,1.41,1.65,"predicted",0.848484848484849,91.76,157.215,4.27,161.485
"Nitrogen",68,16,"mgX.kgSoil",390,602.5,310,1.47,1.39,1.64,"predicted",0.975609756097561,114.66,167.495,4.96,172.455
"Nitrogen",69,1,"mgX.kgSoil",330,330,192.5,1.48,1.51,1.62,"measured",-0.397350993377483,97.68,99.66,-1.98,97.68
"Nitrogen",70,4,"mgX.kgSoil",360,617.5,277.5,1.47,1.37,1.53,"measured",1.30718954248366,105.84,169.195,5.55,174.745
"Nitrogen",74,8,"mgX.kgSoil",400,597.5,417.5,1.46,1.39,1.64,"predicted",0.853658536585366,116.8,166.105,5.845,171.95
"Nitrogen",75,2,"mgX.kgSoil",380,382.5,340,1.47,1.46,1.69,"predicted",0.118343195266272,111.72,111.69,0.68,112.37
"Nitrogen",81,8,"mgX.kgSoil",330,530,367.5,1.48,1.42,1.66,"predicted",0.72289156626506,97.68,150.52,4.41,154.93
"Nitrogen",82,16,"mgX.kgSoil",330,510,285,1.48,1.42,1.66,"predicted",0.72289156626506,97.68,144.84,3.42,148.26
"Nitrogen",83,1,"mgX.kgSoil",460,512.5,330,1.44,1.47,1.62,"measured",-0.408163265306122,132.48,150.675,-3.075,147.6
"Nitrogen",87,1,"mgX.kgSoil",350,470,262.5,1.47,1.41,1.67,"measured",0.718562874251497,102.9,132.54,3.15,135.69
"Nitrogen",89,16,"mgX.kgSoil",460,605,430,1.44,1.38,1.63,"predicted",0.736196319018405,132.48,166.98,5.16,172.14
"Nitrogen",92,1,"mgX.kgSoil",510,607.5,465,1.43,1.38,1.63,"predicted",0.613496932515337,145.86,167.67,4.65,172.32
"Nitrogen",93,4,"mgX.kgSoil",340,697.5,380,1.48,1.26,1.53,"measured",2.87581699346405,100.64,175.77,16.72,192.49
"Nitrogen",94,1,"mgX.kgSoil",510,485,242.5,1.44,1.36,1.66,"measured",0.963855421686747,146.88,131.92,3.88,135.8
"Nitrogen",98,8,"mgX.kgSoil",540,595,287.5,1.43,1.37,1.66,"measured",0.72289156626506,154.44,163.03,3.45,166.48
"Nitrogen",104,8,"mgX.kgSoil",450,600,332.5,1.45,1.38,1.67,"measured",0.838323353293413,130.5,165.6,4.655,170.255
"Nitrogen",107,16,"mgX.kgSoil",290,475,220,1.5,1.44,1.68,"predicted",0.714285714285714,87,136.8,2.64,139.44
"Nitrogen",108,16,"mgX.kgSoil",420,542.5,342.5,1.46,1.41,1.65,"predicted",0.606060606060606,122.64,152.985,3.425,156.41
"Nitrogen",109,1,"mgX.kgSoil",350,382.5,227.5,1.48,1.54,1.85,"measured",-0.779220779220779,103.6,117.81,-4.59,113.22
"Nitrogen",110,4,"mgX.kgSoil",350,600,447.5,1.48,1.35,1.62,"measured",1.60493827160494,103.6,162,11.635,173.635
"Nitrogen",111,8,"mgX.kgSoil",450,577.5,382.5,1.45,1.41,1.65,"predicted",0.484848484848485,130.5,162.855,3.06,165.915
"Nitrogen",115,8,"mgX.kgSoil",380,417.5,455,1.47,1.45,1.69,"predicted",0.236686390532544,111.72,121.075,1.82,122.895
"Nitrogen",117,2,"mgX.kgSoil",350,472.5,402.5,1.48,1.39,1.69,"measured",1.06508875739645,103.6,131.355,7.245,138.6
"Nitrogen",118,8,"mgX.kgSoil",410,492.5,335,1.46,1.5,1.75,"measured",-0.533333333333333,119.72,147.75,-3.94,143.81
"Nitrogen",125,2,"mgX.kgSoil",460,517.5,412.5,1.44,1.49,1.71,"measured",-0.671140939597315,132.48,154.215,-5.175,149.04
"Nitrogen",129,1,"mgX.kgSoil",490,470,415,1.43,1.55,1.71,"measured",-1.54838709677419,140.14,145.7,-11.28,134.42
"Nitrogen",130,8,"mgX.kgSoil",630,610,272.5,1.38,1.46,1.73,"measured",-1.0958904109589,173.88,178.12,-9.76,168.36
"Nitrogen",133,4,"mgX.kgSoil",310,340,177.5,1.49,1.36,1.68,"measured",1.54761904761905,92.38,92.48,4.615,97.095
"Nitrogen",135,1,"mgX.kgSoil",430,387.5,177.5,1.45,1.51,1.72,"measured",-0.794701986754967,124.7,117.025,-4.65,112.375
"Nitrogen",136,16,"mgX.kgSoil",460,545,275,1.45,1.41,1.65,"predicted",0.484848484848485,133.4,153.69,2.2,155.89
"Nitrogen",137,1,"mgX.kgSoil",470,585,352.5,1.45,1.34,1.91,"measured",1.15183246073298,136.3,156.78,7.755,164.535
"Nitrogen",138,4,"mgX.kgSoil",550,637.5,422.5,1.42,1.39,1.59,"measured",0.377358490566038,156.2,177.225,2.535,179.76
"Nitrogen",139,4,"mgX.kgSoil",470,652.5,515,1.44,1.38,1.63,"predicted",0.736196319018405,135.36,180.09,6.18,186.27
"Nitrogen",142,1,"mgX.kgSoil",430,410,267.5,1.46,1.56,1.71,"measured",-1.28205128205128,125.56,127.92,-8.2,119.72
"Nitrogen",146,8,"mgX.kgSoil",500,732.5,367.5,1.43,1.35,1.57,"measured",1.01910828025478,143,197.775,5.88,203.655
"Nitrogen",149,4,"mgX.kgSoil",490,587.5,490,1.43,1.39,1.64,"predicted",0.487804878048781,140.14,163.325,3.92,167.245
"Nitrogen",156,16,"mgX.kgSoil",380,587.5,365,1.46,1.39,1.74,"measured",0.804597701149425,110.96,163.325,5.11,168.435
"Nitrogen",157,2,"mgX.kgSoil",490,475,335,1.44,1.43,1.67,"predicted",0.119760479041916,141.12,135.85,0.67,136.52
"Nitrogen",160,16,"mgX.kgSoil",380,450,267.5,1.46,1.49,1.73,"measured",-0.402684563758389,110.96,134.1,-2.7,131.4
